id,name,credits,college,prereqs
MATRL 289E,Special Topics in Structural Materials,3,College of Engineering,
MATRL 289F,Special Topics in Structural Materials,3,College of Engineering,
MATRL 289G,Phase Stability & Microstructure Evolution,3,College of Engineering,
MATRL 289H,Statistical Mechanics of Crystalline Solids,3,College of Engineering,
MATRL 289I,Special Topics in Structural Materials,3,College of Engineering,
MATRL 289J,Crystal Growth and Solidification,3,College of Engineering,
MATRL 289JK,Special Topics in Structural Materials,3,College of Engineering,
MATRL 289L,Topics in Engineering Leadership,3,College of Engineering,
MATRL 289LM,Dislocations and Dislocation Dynamics,3,College of Engineering,
MATRL 289M,Machine Learning for Materials Science,3,College of Engineering,
MATRL 289N,Introduction of nano- and micro-machining,3,College of Engineering,
MATRL 289O,Additive Manufacturing,3,College of Engineering,
MATRL 289P,Alloy Systems and Design,3,College of Engineering,
MATRL 289Q,Micromechanics,3,College of Engineering,
MATRL 289X,Dynamic Mechanical Behavior,3,College of Engineering,
MATRL 290,Research Group Studies,99,College of Engineering,
MATRL 493,Internship in Industry,99,College of Engineering,
MATRL 501,Teaching Assistant Practicum,99,College of Engineering,
MATRL 596,Directed Reading and Research,99,College of Engineering,
MATRL 598,Master's Thesis Research and Preparation,99,College of Engineering,
MATRL 599,Ph.D. Dissertation Research and Preparation,99,College of Engineering,
ME 10,"Engineering Graphics: Sketching, CAD and Conceptual Design",4,College of Engineering,
ME 100,Professional Seminar,1,College of Engineering,
ME 102,Finite Elements Analysis of Heat Transfer and Fluid Flow with COMSOL,3,College of Engineering,"ME 151B, ME 152A"
ME 103,Dynamical Systems,4,College of Engineering,"MATH 6B, ME 16"
ME 104,Mechatronics,4,College of Engineering,"ME 6, ME 103"
ME 105,Mechanical Engineering Laboratory,4,College of Engineering,"ME 151B, ME 152A, ME 103 | MATRL 101, MATRL 100C"
ME 106A,Advanced Mechanical Engineering Laboratory,3,College of Engineering,ME 155A
ME 107,Machine Learning,3,College of Engineering,ME 17
ME 108,Applications of Finite Element Analysis,3,College of Engineering,"ME 14, ME 15"
ME 11,Introductory Concepts in Mechanical Engineering,1,College of Engineering,
ME 110,Aerodynamics and Aeronautical Engineering,3,College of Engineering,"ME 14, ME 152A"
ME 112,Energy,3,College of Engineering,
ME 12,Manufacturing Processes,1,College of Engineering,
ME 124,Advanced Topics in Transport Phenomena/Safety,3,College of Engineering,"| CH E 120A, CH E 120B, CH E 120C, ME 151A, ME 151B, ME 152A"
ME 125,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125A,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AA,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AB,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AC,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AD,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AE,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AF,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AG,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AH,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AI,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AJ,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AK,Special Topics in Mechanical Engineering,12,College of Engineering,
ME 125AL,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AM,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AO,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AP,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125AQ,Special Topics in Mechanical Engineering,12,College of Engineering,
ME 125AR,Special Topics in Mechanical Engineering,12,College of Engineering,
ME 125AS,Special Topics: Introduction to Multiphase Flow,3,College of Engineering,
ME 125B,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125BA,Special Topics in Mechanical Engineering,12,College of Engineering,
ME 125BE,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125BP,Special Topics: Methods in Mechanobiology,3,College of Engineering,
ME 125C,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125CP,Special Topics in Mechanical Engineering: Individual COMSOL projects in Thermal and Fluid Sciences,3,College of Engineering,
ME 125D,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125E,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125ED,Special Topics in ME: Bio-Inspired Design in Fluid Mechanics,3,College of Engineering,
ME 125EH,Special Topics in Soft Robotics,3,College of Engineering,
ME 125EM,Special Topics in Mechanical Engineering: Finite Element Analysis of Heat Transfer and Fluid Flow,3,College of Engineering,
ME 125ES,Special Topics in ME: Energy Storage Technologies,3,College of Engineering,
ME 125EY,Special Topics in Biological Computing,3,College of Engineering,
ME 125F,Special Topics: Hydrodynamic Instability and Turbulence,3,College of Engineering,
ME 125FA,Special Topics: Failure Analysis,3,College of Engineering,
ME 125FB,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125FM,Fluid Mechanics and Soft Matter in Additive Manufacturing,3,College of Engineering,
ME 125G,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125H,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125I,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125IB,Special Topics: Failure- Why Defects Are Essential to Material Science,3,College of Engineering,
ME 125J,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125JS,Special Topics: Li Ion Batteries,3,College of Engineering,
ME 125K,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125KF,Special Topics in ME: Design and Construction of Scientific Apparatus,3,College of Engineering,
ME 125KT,Special Topics in Mechanical Engineering: Advanced Dynamics,3,College of Engineering,
ME 125L,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125LF,Special Topics: Vortex Dynamics and Turbulence,3,College of Engineering,
ME 125LP,Special Topics in Mechanical Engineering: Intro to Design Optimization,3,College of Engineering,
ME 125M,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125MB,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125MC,Special Topics: MEMS Characterization,3,College of Engineering,
ME 125ML,Special Topics in ME: Research Topics in Machine Learning and System Identification,3,College of Engineering,
ME 125MS,Special Topics in Mechanical Engineering- Rapid Prototyping Design: Advanced CAD and 3D Printing,3,College of Engineering,
ME 125MV,Engineering Approaches to Solve Wicked Problems and Global Challenges,3,College of Engineering,
ME 125N,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125OK,Soft mechanics: Design and Applications,3,College of Engineering,
ME 125P,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125PL,Special Topics in Mechanical Engineering: Wind and Tidal Extraction Over Large Scales,3,College of Engineering,
ME 125Q,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125R,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125RA,Special Topics in Mechanical Engineering: Radiative Energy Transfer,3,College of Engineering,
ME 125RM,Chemo-Mechanics: The Intersection of Solid Mechanics and Chemistry,3,College of Engineering,
ME 125RS,Special Topics: Engineering Biomaterials,3,College of Engineering,
ME 125SD,Special Topics: Mechanics and Measurements,3,College of Engineering,
ME 125T,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125TB,Special Topics in Mechanical Engineering: Waves and Flow,3,College of Engineering,
ME 125TD,Advanced Engineering Thermodynamics,3,College of Engineering,
ME 125TM,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125V,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125WY,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125X,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125Y,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 125YV,Special Topics: Vehicle Dynamics,3,College of Engineering,
ME 125YZ,Special Topics in Mechanical Engineering: Introduction to interfacial phenomena,3,College of Engineering,
ME 125Z,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 127,Introduction to Mechanisms,3,College of Engineering,"| ME 16, ME W16"
ME 128,Design of Biomedical Devices,3,College of Engineering,ME 10 | ME W16
ME 129,Manufacturing and Geometric Dimensioning and Tolerancing,3,College of Engineering,
ME 12S,Introduction to Machine Shop,1,College of Engineering,
ME 13,Leadership and Equitable Resources,1,College of Engineering,
ME 133,Renewable Energy Technologies,3,College of Engineering,
ME 134,Projects in Thermal Sciences,3,College of Engineering,
ME 135,Wind and Tidal Energy,3,College of Engineering,ME 152A
ME 14,Statics,4,College of Engineering,"| MATH 2B, MATH 3B, MATH 5, MATH 3; PHYS 7A, PHYS 1"
ME 140A,Numerical Analysis in Engineering,3,College of Engineering,"| ME 17, CH E 132A"
ME 140B,Theoretical Analysis in Mechanical Engineering,3,College of Engineering,ME 140A
ME 141A,Introduction to Nanoelectromechanical and Microelectromechanical systems (NEMS/MEMS),3,College of Engineering,"| ME 16, ME W16; ME 152A, ME 151A, ECE 130A, ECE 137A"
ME 141B,MEMS: Processing and Device Characterization,4,College of Engineering,"| ME 141A, ECE 141A"
ME 146,Molecular and Cellular Biomechanics,3,College of Engineering,
ME 147,Mechatronics Using Labview,3,College of Engineering,"ENGR 3, ME 6"
ME 15,Strength of Materials,4,College of Engineering,ME 14
ME 151A,Thermosciences 1,4,College of Engineering,"ME 14 | PHYS 7D, PHYS 2; MATH 6B, MATH 5C"
ME 151B,Thermosciences 2,4,College of Engineering,"ME 151A, ME 152A"
ME 151C,Thermosciences 3,3,College of Engineering,"ME 151B, ME 152A"
ME 152A,Fluid Mechanics,4,College of Engineering,"| MATH 6B, MATH 5C; ME 16, ME W16; PHYS 7B, PHYS 2"
ME 152B,Fluid Mechanics,3,College of Engineering,ME 152A
ME 153,Introduction to Mechanical Engineering Design,3,College of Engineering,ME 10 | ME W16
ME 154,Design and Analysis of Structures,3,College of Engineering,"ME 15 | ME 16, ME W16"
ME 155A,Control System Design,3,College of Engineering,"ME 17, ME 103"
ME 155B,Advanced Control Systems Design,3,College of Engineering,ME 155A
ME 155C,Control Systems Laboratory,3,College of Engineering,ME 155A
ME 156A,Mechanical Engineering Design - I,3,College of Engineering,"ME 14, ME 15 | MATRL 101, MATRL 100B"
ME 156B,Mechanical Engineering Design-II,3,College of Engineering,ME 156A
ME 157,Introduction to Multiphysics Simulation,3,College of Engineering,"ME 151A, ME 151B, ME 152A, ME 152B"
ME 158,Computer Aided Design and Manufacturing,3,College of Engineering,"ME 10, ME 12S"
ME 159,Introduction to Design Optimization,3,College of Engineering,
ME 16,Engineering Mechanics: Dynamics,4,College of Engineering,"ME 14 | PHYS 7A, PHYS 2; MATH 6B, MATH 5C"
ME 162,Introduction to Elasticity,3,College of Engineering,"ME 15, ME 140A"
ME 163,Engineering Mechanics: Vibrations,3,College of Engineering,"ME 103 | ME 16, ME W16"
ME 166,Advanced Strength of Materials,3,College of Engineering,ME 15
ME 167,Structural Analysis,3,College of Engineering,ME 15
ME 169,Nonlinear Phenomena,4,College of Engineering,"| PHYS 105A, PHYS 103; PHYS 105A, PHYS 103, ME 163"
ME 17,Mathematics of Engineering,3,College of Engineering,ENGR 3
ME 179D,Introduction to Robotics: Dynamics and Control,4,College of Engineering,"| ECE 130A, ME 103"
ME 179L,Introduction to Robotics: Design Laboratory,4,College of Engineering,"ENGR 3 | ME 6, ECE 2A"
ME 179P,Introduction to Robotics: Planning and Kinematics,4,College of Engineering,"ENGR 3 | ME 17, ECE 130C"
ME 18,Toy Product Design,3,College of Engineering,
ME 180,Crystalline Defects,3,College of Engineering,"MATH 3B, ME 14, ME 15"
ME 185,Materials in Engineering,3,College of Engineering,"| MATRL 100B, MATRL 101"
ME 186A,Manufacturing and Materials,3,College of Engineering,"ME 151C, ME 15 | MATRL 101, MATRL 100C"
ME 186B,Introduction to Additive Manufacturing,3,College of Engineering,
ME 189A,Capstone Mechanical Engineering Design Project,3,College of Engineering,"ME 103, ME 151B, ME 152A, ME 153"
ME 189B,Capstone Mechanical Engineering Design Project,3,College of Engineering,ME 189A
ME 189C,Capstone Mechanical Engineering Design Project,3,College of Engineering,"ME 189A, ME 189B"
ME 193,Internship in Industry,1,College of Engineering,
ME 197,Independent Projects in Mechanical Engineering Design,12,College of Engineering,ME 16
ME 199,Independent Studies in Mechanical Engineering,12,College of Engineering,
ME 200,Professional Seminar,1,College of Engineering,
ME 200P,M.S. Project,3,College of Engineering,
ME 201,Advanced Dynamics,3,College of Engineering,
ME 203,Operator Theory Methods in Dynamical Systems,3,College of Engineering,ME 201
ME 207,Faculty Research Seminar,1,College of Engineering,
ME 210A,Matrix Analysis and Computation,4,College of Engineering,
ME 210B,Numerical Simulation,4,College of Engineering,
ME 210C,Numerical Solution of Partial Differential Equations--Finite Difference Methods.,4,College of Engineering,
ME 210D,Numerical Solution of Partial Differential Equations - Finite Element Methods,4,College of Engineering,
ME 211,Pattern Formation and Self-Organization,3,College of Engineering,
ME 215A,Applied Dynamical Systems I,3,College of Engineering,
ME 215B,Applied Dynamical Systems II,3,College of Engineering,ME 215A
ME 216,Level Set Methods,4,College of Engineering,"| CMPSC 211C, CH E 211C, ECE 210C, ME 210C"
ME 219,Mechanics of Materials,3,College of Engineering,
ME 220A,Fundamentals of Fluid Mechanics,3,College of Engineering,
ME 220B,Fundamentals of Fluid Mechanics,3,College of Engineering,"ME 151A, ME 151B, ME 152A, ME 152B"
ME 221,Advanced Viscous Flow,3,College of Engineering,ME 220A
ME 225,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225A,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AA,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AB,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AC,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AD,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AE,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AF,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AG,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AH,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AJ,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AK,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AL,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AM,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AN,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AO,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AP,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AQ,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AR,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AS,Special Topics: Introduction to Multiphase Flow,3,College of Engineering,
ME 225AT,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AU,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AV,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AX,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225AY,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225B,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225BA,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225BC,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225BD,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225BL,SP: Nanoscale Energy Transport & Conversion,3,College of Engineering,
ME 225BP,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225C,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225CP,Special Topics in Mechanical Engineering: Individual COMSOL projects in Thermal and Fluid Sciences,3,College of Engineering,
ME 225D,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225E,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225ED,Special Topics in ME: Bio-Inspired Design in Fluid Mechanics,3,College of Engineering,
ME 225EH,Special Topics in Soft Robotics,3,College of Engineering,
ME 225EM,Special Topics in ME: Advanced Topics in Fluid Mechanics and Heat Transfer,3,College of Engineering,
ME 225EN,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225EY,Special Topics in Biological Computing,3,College of Engineering,
ME 225F,Special Topics: Hydrodynamic Instability and Turbulence,3,College of Engineering,
ME 225FA,Special Topics: Failure Analysis,3,College of Engineering,
ME 225FB,Contraction Theory for Dynamical Systems,3,College of Engineering,
ME 225FE,Special Topics in ME: Modeling of Flow and Heat Transfer using COMSOL Finite Elements Software,3,College of Engineering,
ME 225FM,Fluid Mechanics and Soft Matter in Additive Manufacturing,3,College of Engineering,
ME 225G,Special Topics in Mechanical Engineering: Geophysical Fluid Dynamics,3,College of Engineering,
ME 225H,"Haptics: Touch Perception, Interaction, and Engineering",3,College of Engineering,
ME 225HS,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225HT,Advanced Heat Transfer,3,College of Engineering,
ME 225I,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225IB,Special Topics: Defects in Engineering Materials & Analysis,3,College of Engineering,
ME 225J,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225JM,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225JS,Special Topics: Li Ion Batteries,3,College of Engineering,
ME 225KA,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225L,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225LF,Special Topics: Vortex Dynamics and Turbulence,3,College of Engineering,
ME 225M,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225MB,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225MC,Special Topics: MEMS Characterization,3,College of Engineering,
ME 225ML,Special Topics in ME: Research Topics in Machine Learning and System Identification,3,College of Engineering,
ME 225MM,Special Topics in Mechanical Engineering: Mathematical Methods in Systems and Controls,3,College of Engineering,
ME 225MV,Engineering Approaches to Solve Wicked Problems and Global Challenges,3,College of Engineering,
ME 225N,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225NN,Modeling and Optimization of Neural Networks,3,College of Engineering,
ME 225O,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225OC,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225OK,Soft Mechanics: Design and Applications,3,College of Engineering,
ME 225P,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225PL,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225Q,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225R,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225RA,Special Topics in Mechanical Engineering: Radiative Energy Transfer,3,College of Engineering,
ME 225RM,Chemo-Mechanics: The Intersection of Solid Mechanics and Chemistry,3,College of Engineering,
ME 225RS,Special Topics: Engineering Biomaterials,3,College of Engineering,
ME 225RX,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225S,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225SA,Scale Analysis of Multiphysics Phenomena,3,College of Engineering,
ME 225SD,Special Topics: Mechanics & Measurement,3,College of Engineering,
ME 225SO,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225T,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225TD,Advanced Engineering Thermodynamics,3,College of Engineering,
ME 225TF,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225TS,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225U,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225V,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225X,Special Topics in Mechanical Engineering,3,College of Engineering,
ME 225YZ,Special Topics in Mechanical Engineering: Intro to Interfacial Phenomena,3,College of Engineering,
ME 230,Elasticity and Plasticity,3,College of Engineering,"| ME 219, MATRL 207"
ME 232,Plasticity,3,College of Engineering,ME 219
ME 233,Renewable Energy Technologies,3,College of Engineering,
ME 233A,Design of Composite Structures,3,College of Engineering,"| ME 230, ME 275A"
ME 235,Wind and Tidal Energy,3,College of Engineering,
ME 236,Nonlinear Control Systems,4,College of Engineering,
ME 238,Advanced Control Design Laboratory,4,College of Engineering,"| ME 243A, ECE 230A; ME 243B, ECE 230B, ME 236, ECE 236, ME 256, ECE 232, ME 254, ECE 271C"
ME 241,Engineering Biomaterials,3,College of Engineering,
ME 243A,Linear Systems I,4,College of Engineering,"ME 210A, ECE 210A, CH E 211A | CMPSC 211A, MATH 206A"
ME 243B,Linear Systems II,4,College of Engineering,"ME 210A, ECE 210A, CH E 211A | ECE 230A, ME 243A; CMPSC 211A, MATH 206A"
ME 244A,Advanced Theoretical Methods in Engineering,4,College of Engineering,
ME 244B,Advanced Theoretical Methods in Engineering,3,College of Engineering,ME 244A
ME 245,Modeling and Control of Spatially Distributed Systems,4,College of Engineering,"| ME 243B, ECE 230B"
ME 246,Molecular and Cellular Biomechanics,3,College of Engineering,
ME 252A,Computational Fluid Dynamics,3,College of Engineering,"| ME 210C, CMPSC 211C, ECE 210C, MATH 206C, MATH 211C"
ME 252B,Computational Fluid Dynamics,3,College of Engineering,"| ME 210C, CMPSC 211C, ECE 210C, MATH 206C, MATH 211C"
ME 254,Optimal Control of Dynamic Systems,4,College of Engineering,"| ECE 230A, ME 243A"
ME 256,Robust Control Theory,4,College of Engineering,"| ECE 230A, ME 243A; ECE 230B, ME 243B"
ME 257,Introduction to Multiphysics Simulation,3,College of Engineering,
ME 258,Methods in Mechanobiology and Biofabrication,3,College of Engineering,
ME 264,Mechanical Behavior of Materials,3,College of Engineering,ME 219
ME 265,Composite Materials,3,College of Engineering,
ME 267,Thin Films and Multilayers,3,College of Engineering,"MATRL 207, ME 219"
ME 269,Network Systems: Dynamics and Control,4,College of Engineering,
ME 271,Finite Element Structural Analysis,3,College of Engineering,ME 219
ME 275,Fracture Mechanics,3,College of Engineering,ME 219
ME 280,Crystalline Defects,3,College of Engineering,ME 219
ME 291A,Physics of Transducers,3,College of Engineering,
ME 292,Design of Transducers,4,College of Engineering,
ME 295,"Group Studies: Controls, Dynamical Systems, and Computation",1,College of Engineering,
ME 500,Teaching Assistant Seminar,1,College of Engineering,
ME 501,Teaching Assistant Practicum,99,College of Engineering,
ME 503,Graduate Student Research Practicum,99,College of Engineering,
ME 596,Directed Research,99,College of Engineering,
ME 597,Individual Study for Ph.D. Qualifying Examination,99,College of Engineering,
ME 598,Master's Thesis Research and Preparation,99,College of Engineering,
ME 599,Ph.D. Dissertation Research and Preparation,99,College of Engineering,
ME 6,Basic Electrical and Electronic Circuits,4,College of Engineering,"PHYS 3L | PHYS 7B, PHYS 3; MATH 4A, MATH 4AI, MATH 3C"
ME 95,Introduction to Mechanical Engineering,6,College of Engineering,
ME 97,Mechanical Engineering Design Projects,12,College of Engineering,
ME 99,Introduction to Research,6,College of Engineering,
ME W16,Engineering Mechanics: Dynamics,4,College of Engineering,"ME 14 | PHYS 7A, PHYS 2; MATH 6B, MATH 5C"
ME W167,Structural Analysis,3,College of Engineering,ME 15
TMP 111,"Issues in Technology, Business, and Society",1,College of Engineering,
TMP 120,Fundamentals of Business Strategy,4,College of Engineering,
TMP 122,Entrepreneurship,4,College of Engineering,
TMP 124,Principles of Marketing,4,College of Engineering,
TMP 125,Fundamentals of Business Finance,4,College of Engineering,
TMP 126,New Venture Finance,2,College of Engineering,
TMP 127,Understanding and Managing Technology Organizations,4,College of Engineering,
TMP 130,Operations Management,3,College of Engineering,"WRIT 2, WRIT 50"
TMP 131,Introductions to Patents and Intellectual Property,3,College of Engineering,
TMP 132,Business Planning for New Ventures,4,College of Engineering,"WRIT 50, WRIT 10, WRIT 105 | ENGR 120, ENGR 122; WRIT 107, WRIT 109"
TMP 135,New Product Development,4,College of Engineering,
TMP 136,Project Management,3,College of Engineering,
TMP 144,Market Research,4,College of Engineering,
TMP 147,Seminar in Entrepreneurial Leadership,3,College of Engineering,
TMP 148A,New Venture Seminar,3,College of Engineering,
TMP 148B,New Venture Seminar,3,College of Engineering,
TMP 149,Creating a Market-Tested Business Model,4,College of Engineering,
TMP 152,Decision Analysis,4,College of Engineering,
TMP 191,Special Topics in Business and Management,99,College of Engineering,
TMP 191AI,Understanding AI in Business: Core Foundations of Business Strategy,99,College of Engineering,
TMP 191BI,Special Topics in Business and Management,99,College of Engineering,
TMP 191FM,Investment & Financial Management,99,College of Engineering,
TMP 191IN,Special Topics in Business and Management,99,College of Engineering,
TMP 191L,Leadership in Technology & Innovation,99,College of Engineering,
TMP 191MG,Special Topics in Business and Management,99,College of Engineering,
TMP 191N,Negotiation,99,College of Engineering,
TMP 191PL,Intellectual Property and Patent Litigation,99,College of Engineering,
TMP 191SC,Special Topics in Business and Management,99,College of Engineering,
TMP 191SD,Special Topics in Business and Management,99,College of Engineering,
TMP 191SP,Sport Business Strategy & Innovation,99,College of Engineering,
TMP 191VC,Venture Capital / Private Equity,99,College of Engineering,
TMP 191VE,Special Topics in Business and Management,99,College of Engineering,
TMP 199,Independent Studies in Technology Management,10,College of Engineering,
TMP 21,"Past, Present & Future of Entrepreneurship",3,College of Engineering,
TMP 211,"Opportunities and Perspectives in Technology, Business, and Society",1,College of Engineering,
TMP 240,Business Strategy & Leadership Skills,4,College of Engineering,
TMP 241,Managing for Innovation,4,College of Engineering,
TMP 242,Entrepreneurship,4,College of Engineering,
TMP 244,Entrepreneurial Marketing,3,College of Engineering,
TMP 246,New Venture Finance,4,College of Engineering,
TMP 247,Organizational Teams and Talent Management,3,College of Engineering,
TMP 250,Operations Management,3,College of Engineering,
TMP 251,Introductions to Patents and Intellectual Property,3,College of Engineering,
TMP 252,Decision Analysis,3,College of Engineering,
TMP 254,Selling High Tech Products,3,College of Engineering,
TMP 255,New Product Development,4,College of Engineering,
TMP 256,Project Management,3,College of Engineering,
TMP 261,Environmental Sustainability as a Business Strategy,3,College of Engineering,
TMP 264,Market Research for Business,3,College of Engineering,
TMP 268A,New Venture Seminar,3,College of Engineering,
TMP 268B,New Venture Seminar,3,College of Engineering,
TMP 269,Creating a Market-Tested Business Model,4,College of Engineering,
TMP 271,Organizational Behavior,4,College of Engineering,
TMP 272,Organization Theory,4,College of Engineering,
TMP 273,Technology Strategy,4,College of Engineering,
TMP 274,Networks and Innovation,4,College of Engineering,
TMP 275,Technology and Organizational Change,4,College of Engineering,
TMP 276,Teams and Meso-Organizational Theory,4,College of Engineering,
TMP 280,"Proseminar: Theory, Research, and Practicum",4,College of Engineering,
TMP 281,Computational Methods and Modeling,4,College of Engineering,
TMP 282,Network Analysis,4,College of Engineering,
TMP 283,Qualitative Methods,4,College of Engineering,
TMP 291,Special Topics in Business and Management,99,College of Engineering,
TMP 291A,Special Topics in Business and Management,99,College of Engineering,
TMP 291B,Special Topics in Business and Management,99,College of Engineering,
TMP 291C,Special Topics in Business and Management,99,College of Engineering,
TMP 291DA,Special Topics in Business and Management,99,College of Engineering,
TMP 291DS,Special Topics in Business and Management,99,College of Engineering,
TMP 291DW,Deviance and Work: The Role of Breaching Expectations in Work Outcome,12,College of Engineering,
TMP 291FM,Investment & Financial Management,99,College of Engineering,
TMP 291KL,Special Topics in Business and Management,99,College of Engineering,
TMP 291LC,Special Topics in Business and Management,99,College of Engineering,
TMP 291LE,Special Topics in Business and Management,99,College of Engineering,
TMP 291ME,Special Topics in Business and Management,99,College of Engineering,
TMP 291OC,Special Topics in Business and Management,99,College of Engineering,
TMP 291OE,Special Topics in Business and Management,99,College of Engineering,
TMP 291OI,Special Topics in Business and Management,99,College of Engineering,
TMP 291OT,Special Topics in Business and Management,99,College of Engineering,
TMP 291SC,Special Topics in Business and Management,99,College of Engineering,
TMP 291SG,Special Topics in Business and Management,99,College of Engineering,
TMP 291ST,Work in an Age of Intelligent Technologies,99,College of Engineering,
TMP 291TN,"Teams, Networks and Innovation",99,College of Engineering,
TMP 291TT,Special Topics in Business and Management,99,College of Engineering,
TMP 291TW,"Readings in Technology, Work and Organizations",99,College of Engineering,
TMP 291VC,Venture Capital and Private Equity,99,College of Engineering,
